time,BTCUSDT_close,ETHUSDT_close,SOLUSDT_close,XRPUSDT_close,DOGEUSDT_close,TRXUSDT_close,ADAUSDT_close
2023-01-02 04:00:00,16641.67,1201.83,9.98,0.328,0.06994,0.05462,0.2497
2023-01-02 05:00:00,16646.97,1202.35,9.99,0.3316,0.07017,0.05471,0.25
2023-01-02 06:00:00,16641.33,1201.52,9.99,0.3315,0.07009,0.0546,0.2497
2023-01-02 07:00:00,16721.64,1213.2,11.09,0.3375,0.07178,0.05473,0.2543
2023-01-02 08:00:00,16732.95,1215.76,11.19,0.3434,0.07209,0.05523,0.2542
2023-01-02 09:00:00,16714.69,1217.48,11.15,0.3451,0.072,0.05519,0.2539
2023-01-02 10:00:00,16726.74,1217.57,11.06,0.3453,0.07195,0.05531,0.2539
2023-01-02 11:00:00,16735.42,1217.32,11.03,0.3443,0.07181,0.05541,0.2541
2023-01-02 12:00:00,16721.68,1216.58,11.1,0.3428,0.07199,0.05521,0.254
2023-01-02 13:00:00,16693.09,1214.95,11.11,0.3439,0.07181,0.05518,0.253
2023-01-02 14:00:00,16699.25,1216.99,11.12,0.3453,0.07194,0.05519,0.2532
2023-01-02 15:00:00,16735.39,1218.95,11.12,0.351,0.07239,0.05529,0.2546
2023-01-02 16:00:00,16710.73,1216.46,11.11,0.3515,0.07203,0.0553,0.2544
2023-01-02 17:00:00,16714.2,1217.02,11.15,0.3528,0.07205,0.0553,0.2543
2023-01-02 18:00:00,16723.16,1217.89,11.15,0.3509,0.07217,0.05522,0.2551
2023-01-02 19:00:00,16736.73,1218.97,11.27,0.3517,0.07217,0.05538,0.2554
2023-01-02 20:00:00,16728.23,1218.32,11.35,0.3538,0.07213,0.0553,0.2546
2023-01-02 21:00:00,16756.48,1219.73,11.38,0.3534,0.07249,0.05537,0.2557
2023-01-02 22:00:00,16697.4,1215.1,11.27,0.3483,0.07181,0.05515,0.2536
2023-01-02 23:00:00,16675.59,1213.93,11.29,0.3481,0.07138,0.05517,0.2537
2023-01-03 00:00:00,16695.64,1215.58,11.3,0.3459,0.07179,0.05515,0.254
2023-01-03 01:00:00,16674.76,1214.14,11.08,0.3443,0.07142,0.05508,0.2529
2023-01-03 02:00:00,16673.59,1214.21,11.15,0.3428,0.07148,0.05524,0.2524
2023-01-03 03:00:00,16692.05,1215.55,11.23,0.3429,0.07164,0.05529,0.2532
2023-01-03 04:00:00,16684.6,1213.58,11.28,0.3436,0.07146,0.05527,0.2526
2023-01-03 05:00:00,16723.96,1217.72,11.77,0.3478,0.07188,0.0554,0.2539
2023-01-03 06:00:00,16724.85,1216.86,11.77,0.3493,0.07186,0.0555,0.2537
2023-01-03 07:00:00,16730.71,1216.55,11.95,0.3491,0.07196,0.05549,0.2534
2023-01-03 08:00:00,16713.65,1215.8,11.77,0.3464,0.07173,0.05536,0.2527
2023-01-03 09:00:00,16740.48,1217.38,11.84,0.347,0.07174,0.05544,0.2545
2023-01-03 10:00:00,16725.07,1215.93,11.87,0.3456,0.07175,0.0553,0.254
2023-01-03 11:00:00,16719.07,1215.23,11.86,0.3439,0.07144,0.05527,0.2537
2023-01-03 12:00:00,16709.97,1215.44,11.83,0.3453,0.07138,0.05529,0.2537
2023-01-03 13:00:00,16726.26,1216.59,11.99,0.3452,0.07151,0.05533,0.2535
2023-01-03 14:00:00,16663.82,1210.57,12.27,0.3431,0.07086,0.05518,0.2531
2023-01-03 15:00:00,16678.47,1211.89,13.07,0.3433,0.07095,0.05529,0.2536
2023-01-03 16:00:00,16621.52,1207.74,13.11,0.3416,0.06977,0.05527,0.2511
2023-01-03 17:00:00,16630.3,1208.95,12.88,0.3425,0.06985,0.05525,0.2511
2023-01-03 18:00:00,16645.56,1207.9,12.89,0.3432,0.07002,0.05516,0.2516
2023-01-03 19:00:00,16642.39,1209.55,12.93,0.3454,0.06995,0.05518,0.2506
2023-01-03 20:00:00,16661.08,1211.04,13.09,0.3455,0.07012,0.0552,0.2514
2023-01-03 21:00:00,16661.4,1211.47,13.27,0.3451,0.07009,0.05519,0.2516
2023-01-03 22:00:00,16669.7,1212.39,13.37,0.3442,0.07011,0.05513,0.2516
2023-01-03 23:00:00,16674.31,1214.54,13.38,0.3436,0.07049,0.05475,0.2528
2023-01-04 00:00:00,16658.45,1213.52,13.6,0.3431,0.0703,0.05472,0.2523
2023-01-04 01:00:00,16702.17,1223.95,13.7,0.3459,0.07126,0.05495,0.2549
2023-01-04 02:00:00,16733.23,1231.17,13.81,0.3489,0.07172,0.0552,0.2599
2023-01-04 03:00:00,16856.39,1250.58,13.58,0.3486,0.0728,0.05544,0.2647
2023-01-04 04:00:00,16860.45,1250.08,13.41,0.3474,0.07228,0.05553,0.264
2023-01-04 05:00:00,16855.96,1247.33,13.7,0.3491,0.0723,0.05543,0.2644
2023-01-04 06:00:00,16874.81,1250.02,13.99,0.3482,0.07265,0.05559,0.2643
2023-01-04 07:00:00,16872.82,1252.04,14.15,0.3496,0.07262,0.05561,0.2658
2023-01-04 08:00:00,16861.7,1250.71,13.8,0.3496,0.07242,0.05553,0.2655
2023-01-04 09:00:00,16843.7,1249.51,13.8,0.3502,0.07222,0.05517,0.2652
2023-01-04 10:00:00,16843.89,1249.69,13.63,0.3491,0.07227,0.05512,0.2651
2023-01-04 11:00:00,16836.33,1251.48,13.64,0.3488,0.07199,0.05513,0.2643
2023-01-04 12:00:00,16812.45,1250.89,13.43,0.3476,0.07191,0.055,0.2637
2023-01-04 13:00:00,16826.17,1253.53,13.51,0.349,0.07231,0.0551,0.2657
2023-01-04 14:00:00,16829.36,1250.63,13.46,0.3479,0.07217,0.05495,0.2656
2023-01-04 15:00:00,16852.25,1255.87,13.36,0.3476,0.07236,0.05495,0.2679
2023-01-04 16:00:00,16855.79,1254.6,13.5,0.3475,0.07231,0.05486,0.2682
2023-01-04 17:00:00,16891.35,1260.97,13.47,0.3468,0.07257,0.05503,0.2688
2023-01-04 18:00:00,16951.08,1261.9,13.42,0.3502,0.07279,0.05502,0.2691
2023-01-04 19:00:00,16842.37,1254.0,13.18,0.3467,0.07234,0.05462,0.2661
2023-01-04 20:00:00,16805.69,1251.22,12.98,0.3451,0.07194,0.05447,0.2644
2023-01-04 21:00:00,16825.88,1252.86,13.14,0.3455,0.07206,0.05447,0.2648
2023-01-04 22:00:00,16827.81,1253.06,13.55,0.3465,0.0724,0.05459,0.266
2023-01-04 23:00:00,16852.43,1256.79,13.44,0.3471,0.07312,0.05478,0.2679
2023-01-05 00:00:00,16830.02,1253.87,13.17,0.3459,0.07315,0.05467,0.2656
2023-01-05 01:00:00,16835.38,1254.22,13.22,0.3453,0.07292,0.05462,0.2668
2023-01-05 02:00:00,16836.61,1253.88,13.25,0.3454,0.07315,0.05462,0.267
2023-01-05 03:00:00,16825.57,1252.73,13.22,0.3456,0.07291,0.05451,0.2652
2023-01-05 04:00:00,16836.73,1253.18,13.34,0.3474,0.07378,0.05461,0.2666
2023-01-05 05:00:00,16843.03,1253.19,13.31,0.3477,0.07491,0.05481,0.2685
2023-01-05 06:00:00,16815.94,1250.92,13.19,0.3451,0.07411,0.05449,0.267
2023-01-05 07:00:00,16820.0,1250.8,13.24,0.3449,0.07382,0.05492,0.2663
2023-01-05 08:00:00,16807.03,1250.25,13.18,0.3443,0.07375,0.05467,0.2654
2023-01-05 09:00:00,16807.27,1248.57,13.04,0.3401,0.07294,0.0546,0.2644
2023-01-05 10:00:00,16826.5,1251.32,13.21,0.3421,0.07346,0.05458,0.2661
2023-01-05 11:00:00,16832.73,1255.42,13.28,0.3417,0.0735,0.05464,0.2663
2023-01-05 12:00:00,16820.76,1252.69,13.22,0.3422,0.07328,0.05453,0.2669
2023-01-05 13:00:00,16780.59,1247.53,13.11,0.3386,0.07241,0.0544,0.2651
2023-01-05 14:00:00,16828.98,1248.25,13.16,0.3413,0.07269,0.0542,0.2663
2023-01-05 15:00:00,16845.36,1249.03,13.29,0.3397,0.07237,0.05393,0.2655
2023-01-05 16:00:00,16835.93,1248.56,13.17,0.3398,0.07215,0.05375,0.2655
2023-01-05 17:00:00,16814.79,1247.4,13.11,0.338,0.07205,0.0536,0.2656
2023-01-05 18:00:00,16841.53,1251.1,13.23,0.3397,0.07244,0.05372,0.2675
2023-01-05 19:00:00,16864.4,1253.71,13.4,0.341,0.0727,0.05394,0.269
2023-01-05 20:00:00,16858.09,1253.92,13.73,0.3415,0.07271,0.05388,0.2703
2023-01-05 21:00:00,16848.37,1252.38,13.54,0.3413,0.07259,0.05368,0.2694
2023-01-05 22:00:00,16834.65,1250.71,13.41,0.3393,0.07232,0.05356,0.2684
2023-01-05 23:00:00,16830.32,1251.19,13.44,0.3379,0.07149,0.05367,0.2692
2023-01-06 00:00:00,16859.02,1255.63,13.51,0.3403,0.07212,0.05388,0.2744
2023-01-06 01:00:00,16824.98,1251.48,13.39,0.3372,0.07169,0.05353,0.2723
2023-01-06 02:00:00,16835.45,1251.98,13.21,0.3385,0.07152,0.0528,0.2715
2023-01-06 03:00:00,16831.27,1251.08,13.2,0.3391,0.07139,0.0517,0.2736
2023-01-06 04:00:00,16822.07,1250.99,13.23,0.3363,0.07126,0.05079,0.2726
2023-01-06 05:00:00,16807.85,1249.09,13.2,0.3364,0.07108,0.0508,0.2735
2023-01-06 06:00:00,16786.34,1247.6,13.12,0.3336,0.07062,0.05062,0.2742
2023-01-06 07:00:00,16792.25,1247.48,13.13,0.3351,0.07097,0.05082,0.2716
2023-01-06 08:00:00,16801.84,1249.55,13.2,0.3359,0.071,0.05071,0.2718
2023-01-06 09:00:00,16789.77,1248.15,13.18,0.3358,0.07089,0.0506,0.2722
2023-01-06 10:00:00,16766.71,1245.27,13.03,0.3352,0.0706,0.05046,0.2706
2023-01-06 11:00:00,16741.88,1243.47,13.0,0.3345,0.07051,0.05075,0.2704
2023-01-06 12:00:00,16731.27,1244.03,12.94,0.3346,0.07067,0.05051,0.2688
2023-01-06 13:00:00,16771.97,1250.28,12.98,0.3367,0.0709,0.05055,0.2708
2023-01-06 14:00:00,16749.55,1248.26,13.01,0.3361,0.07079,0.05074,0.2696
2023-01-06 15:00:00,16842.13,1262.73,13.19,0.3377,0.07148,0.05213,0.2734
2023-01-06 16:00:00,16830.0,1264.36,13.19,0.337,0.0717,0.05181,0.2728
2023-01-06 17:00:00,16818.17,1263.51,13.2,0.3373,0.07151,0.05176,0.2733
2023-01-06 18:00:00,16848.45,1266.8,13.32,0.3401,0.07186,0.05207,0.2734
2023-01-06 19:00:00,16940.0,1273.05,13.35,0.3419,0.07263,0.05352,0.2763
2023-01-06 20:00:00,16894.15,1265.53,13.24,0.3405,0.07199,0.05293,0.2732
2023-01-06 21:00:00,16926.2,1266.26,13.27,0.3417,0.07219,0.05196,0.2755
2023-01-06 22:00:00,16955.73,1269.66,13.37,0.3458,0.07258,0.05261,0.2763
2023-01-06 23:00:00,16949.37,1269.18,13.51,0.3442,0.07242,0.05251,0.2785
2023-01-07 00:00:00,16973.86,1270.72,13.47,0.3444,0.07294,0.05277,0.2778
2023-01-07 01:00:00,16952.43,1268.81,13.33,0.3445,0.07271,0.05233,0.2777
2023-01-07 02:00:00,16942.39,1266.41,13.33,0.3433,0.07227,0.05193,0.2774
2023-01-07 03:00:00,16945.14,1266.29,13.33,0.3425,0.07242,0.0522,0.2767
2023-01-07 04:00:00,16936.01,1264.15,13.23,0.3428,0.07226,0.05192,0.2771
2023-01-07 05:00:00,16933.5,1264.28,13.32,0.3426,0.07234,0.05221,0.2772
2023-01-07 06:00:00,16927.15,1264.87,13.23,0.3417,0.07229,0.0522,0.2773
2023-01-07 07:00:00,16945.07,1266.73,13.29,0.3424,0.07265,0.05243,0.2765
2023-01-07 08:00:00,16931.85,1264.64,13.17,0.342,0.07241,0.05205,0.275
2023-01-07 09:00:00,16929.15,1265.21,13.22,0.3425,0.07245,0.05206,0.2746
2023-01-07 10:00:00,16919.26,1264.47,13.18,0.3428,0.07235,0.05157,0.2739
2023-01-07 11:00:00,16921.83,1264.01,13.16,0.3427,0.07197,0.05167,0.2748
2023-01-07 12:00:00,16916.97,1263.49,13.18,0.3426,0.07204,0.05167,0.2737
2023-01-07 13:00:00,16917.72,1262.73,13.22,0.3433,0.07199,0.05186,0.2727
2023-01-07 14:00:00,16935.6,1265.17,13.24,0.3444,0.07214,0.05185,0.2736
2023-01-07 15:00:00,16938.99,1264.85,13.29,0.3447,0.07227,0.05173,0.2752
2023-01-07 16:00:00,16920.53,1262.48,13.21,0.3433,0.072,0.0517,0.2743
2023-01-07 17:00:00,16931.12,1262.67,13.22,0.3432,0.07195,0.05154,0.2743
2023-01-07 18:00:00,16936.57,1263.95,13.24,0.3454,0.07209,0.05167,0.2758
2023-01-07 19:00:00,16942.01,1265.1,13.23,0.3447,0.07224,0.05174,0.2772
2023-01-07 20:00:00,16942.85,1263.91,13.21,0.3444,0.07217,0.05165,0.2768
2023-01-07 21:00:00,16939.65,1264.02,13.19,0.3436,0.0723,0.05169,0.2764
2023-01-07 22:00:00,16938.53,1263.24,13.06,0.3436,0.07203,0.05166,0.2776
2023-01-07 23:00:00,16942.93,1263.88,13.1,0.3441,0.07216,0.052,0.2766
2023-01-08 00:00:00,16924.75,1261.01,12.92,0.3405,0.07163,0.05141,0.2759
2023-01-08 01:00:00,16929.09,1262.05,13.21,0.3405,0.07184,0.05148,0.2763
2023-01-08 02:00:00,16927.42,1261.43,13.37,0.3406,0.07168,0.05142,0.2754
2023-01-08 03:00:00,16940.71,1262.76,13.37,0.3412,0.07185,0.05151,0.2758
2023-01-08 04:00:00,16938.4,1262.45,13.28,0.3399,0.07179,0.05172,0.2755
2023-01-08 05:00:00,16939.99,1263.5,13.31,0.3407,0.07193,0.05194,0.2757
2023-01-08 06:00:00,16947.91,1264.0,13.3,0.3408,0.07193,0.05192,0.2769
2023-01-08 07:00:00,16952.31,1263.58,13.34,0.3402,0.07181,0.05184,0.2767
2023-01-08 08:00:00,16943.61,1263.2,13.6,0.34,0.07168,0.05216,0.2774
2023-01-08 09:00:00,16934.02,1263.28,13.52,0.34,0.07181,0.0522,0.2821
2023-01-08 10:00:00,16939.61,1263.09,13.52,0.3401,0.07183,0.05222,0.2837
2023-01-08 11:00:00,16931.02,1262.0,13.51,0.3388,0.07171,0.05213,0.2855
2023-01-08 12:00:00,16926.03,1262.34,13.49,0.3393,0.07155,0.05226,0.2878
2023-01-08 13:00:00,16932.75,1263.21,13.57,0.3392,0.07164,0.05251,0.2879
2023-01-08 14:00:00,16950.97,1266.01,13.83,0.3411,0.07227,0.0528,0.2876
2023-01-08 15:00:00,17000.33,1274.07,13.87,0.3431,0.0724,0.05289,0.2881
2023-01-08 16:00:00,16939.89,1264.01,13.69,0.3403,0.07184,0.05257,0.2869
2023-01-08 17:00:00,16928.0,1264.15,13.56,0.3394,0.07185,0.05244,0.2894
2023-01-08 18:00:00,16928.09,1265.13,13.55,0.3399,0.07187,0.05248,0.2888
2023-01-08 19:00:00,16930.54,1265.14,13.55,0.3403,0.07193,0.05276,0.2899
2023-01-08 20:00:00,16966.64,1270.54,13.75,0.3412,0.07289,0.0533,0.2925
2023-01-08 21:00:00,16955.34,1269.72,13.72,0.3409,0.07258,0.05307,0.2908
2023-01-08 22:00:00,16964.95,1269.48,13.7,0.3422,0.07292,0.05317,0.2901
2023-01-08 23:00:00,17126.05,1289.98,14.46,0.3449,0.07359,0.05435,0.2973
2023-01-09 00:00:00,17181.74,1294.83,14.95,0.3468,0.07471,0.05436,0.3114
2023-01-09 01:00:00,17173.13,1293.75,15.47,0.3502,0.07464,0.05482,0.338
2023-01-09 02:00:00,17186.57,1306.12,15.98,0.3506,0.07478,0.0555,0.3291
2023-01-09 03:00:00,17194.64,1310.06,16.04,0.3514,0.07487,0.05558,0.3295
2023-01-09 04:00:00,17223.9,1310.76,16.23,0.3516,0.0753,0.05551,0.3297
2023-01-09 05:00:00,17203.95,1307.87,16.09,0.3517,0.07522,0.05516,0.3292
2023-01-09 06:00:00,17187.77,1308.61,16.01,0.3484,0.07462,0.05495,0.3257
2023-01-09 07:00:00,17198.76,1311.65,16.36,0.3488,0.07491,0.05495,0.3256
2023-01-09 08:00:00,17195.39,1309.99,16.11,0.3495,0.07498,0.05497,0.3236
2023-01-09 09:00:00,17240.07,1317.0,16.34,0.35,0.076,0.05528,0.3274
2023-01-09 10:00:00,17260.06,1322.94,16.41,0.3512,0.07691,0.05531,0.324
2023-01-09 11:00:00,17240.78,1318.39,16.36,0.3502,0.0778,0.05496,0.3216
2023-01-09 12:00:00,17248.97,1319.74,16.36,0.353,0.07765,0.0552,0.3244
2023-01-09 13:00:00,17224.92,1319.28,16.4,0.3491,0.07696,0.05482,0.3194
2023-01-09 14:00:00,17261.8,1326.06,16.47,0.3533,0.07812,0.05506,0.3209
2023-01-09 15:00:00,17271.42,1335.57,17.14,0.3552,0.07818,0.05509,0.3206
2023-01-09 16:00:00,17327.38,1337.46,16.79,0.3551,0.07849,0.05528,0.3224
2023-01-09 17:00:00,17356.84,1341.22,16.8,0.3554,0.07859,0.05533,0.322
2023-01-09 18:00:00,17345.18,1334.82,16.48,0.3541,0.0777,0.05485,0.3163
2023-01-09 19:00:00,17294.17,1330.2,16.28,0.3555,0.07686,0.05482,0.3155
2023-01-09 20:00:00,17218.13,1321.21,16.37,0.3502,0.07574,0.0545,0.3119
2023-01-09 21:00:00,17179.13,1318.78,16.34,0.3477,0.0752,0.05447,0.3139
2023-01-09 22:00:00,17203.1,1320.98,16.33,0.35,0.07593,0.0546,0.318
2023-01-09 23:00:00,17180.77,1320.18,16.26,0.3489,0.07566,0.05462,0.3168
2023-01-10 00:00:00,17216.87,1326.92,16.58,0.3517,0.07717,0.0549,0.3188
2023-01-10 01:00:00,17194.2,1324.43,16.22,0.3486,0.07667,0.05466,0.3181
2023-01-10 02:00:00,17181.74,1320.87,15.74,0.3461,0.07497,0.05422,0.3113
2023-01-10 03:00:00,17205.05,1324.72,15.98,0.3486,0.0758,0.05433,0.3138
2023-01-10 04:00:00,17218.8,1327.7,16.12,0.3481,0.07607,0.05428,0.3156
2023-01-10 05:00:00,17229.83,1327.1,16.19,0.3492,0.07615,0.05425,0.3164
2023-01-10 06:00:00,17203.97,1324.96,16.06,0.3482,0.07595,0.05419,0.3156
2023-01-10 07:00:00,17201.04,1323.21,15.89,0.3471,0.07564,0.05403,0.3151
2023-01-10 08:00:00,17256.23,1327.97,16.21,0.3492,0.07645,0.05411,0.3181
2023-01-10 09:00:00,17248.68,1329.94,16.19,0.3487,0.07651,0.05417,0.3167
2023-01-10 10:00:00,17272.45,1333.8,16.2,0.35,0.0767,0.05431,0.3193
2023-01-10 11:00:00,17255.16,1329.47,16.04,0.3489,0.07699,0.05415,0.318
2023-01-10 12:00:00,17222.92,1325.79,15.92,0.3468,0.07586,0.05395,0.3146
2023-01-10 13:00:00,17245.88,1328.41,15.95,0.3481,0.076,0.05426,0.3157
2023-01-10 14:00:00,17285.94,1332.26,16.15,0.3498,0.0764,0.05444,0.3164
2023-01-10 15:00:00,17323.76,1333.76,16.24,0.3499,0.07662,0.05452,0.3201
2023-01-10 16:00:00,17303.67,1330.0,16.11,0.3485,0.07609,0.05459,0.3172
2023-01-10 17:00:00,17324.8,1331.88,16.37,0.3499,0.07625,0.05461,0.3194
2023-01-10 18:00:00,17429.85,1341.0,16.45,0.3519,0.07689,0.05484,0.3225
2023-01-10 19:00:00,17429.09,1339.1,16.39,0.3532,0.07711,0.05482,0.3236
2023-01-10 20:00:00,17476.86,1341.81,16.61,0.3537,0.07725,0.05484,0.3241
2023-01-10 21:00:00,17465.13,1338.61,16.43,0.3524,0.07699,0.05472,0.3227
2023-01-10 22:00:00,17431.04,1334.48,16.28,0.3512,0.07732,0.05467,0.3217
2023-01-10 23:00:00,17441.13,1335.37,16.19,0.3507,0.07782,0.05479,0.3223
2023-01-11 00:00:00,17464.69,1337.75,16.16,0.3505,0.0776,0.05489,0.3218
2023-01-11 01:00:00,17459.64,1338.23,16.11,0.3492,0.07741,0.05502,0.3216
2023-01-11 02:00:00,17390.37,1330.38,16.01,0.3483,0.07636,0.05472,0.3149
2023-01-11 03:00:00,17416.82,1331.25,16.03,0.3492,0.07656,0.05484,0.3146
2023-01-11 04:00:00,17410.77,1330.76,15.9,0.3659,0.07647,0.05494,0.3129
2023-01-11 05:00:00,17405.8,1330.9,15.99,0.3629,0.07662,0.05517,0.3139
2023-01-11 06:00:00,17435.54,1333.66,16.14,0.3579,0.07711,0.05554,0.3166
2023-01-11 07:00:00,17447.04,1335.47,16.11,0.3621,0.07707,0.05551,0.3156
2023-01-11 08:00:00,17446.31,1334.61,16.03,0.3617,0.07691,0.05497,0.3145
2023-01-11 09:00:00,17442.97,1335.25,16.07,0.3631,0.07699,0.05509,0.3153
2023-01-11 10:00:00,17438.26,1335.97,16.02,0.3638,0.07695,0.0551,0.3157
2023-01-11 11:00:00,17437.83,1336.16,16.04,0.3617,0.07679,0.05522,0.3147
2023-01-11 12:00:00,17420.33,1332.25,15.82,0.3639,0.07646,0.05522,0.3132
2023-01-11 13:00:00,17412.62,1332.88,15.86,0.3663,0.07615,0.05502,0.3116
2023-01-11 14:00:00,17411.04,1332.17,15.66,0.3722,0.07602,0.05506,0.3119
2023-01-11 15:00:00,17332.2,1323.29,15.42,0.3692,0.07511,0.05485,0.3092
2023-01-11 16:00:00,17345.85,1325.14,15.34,0.3699,0.07508,0.05484,0.3084
2023-01-11 17:00:00,17380.26,1327.88,15.55,0.37,0.07547,0.05493,0.3096
2023-01-11 18:00:00,17483.23,1337.48,15.68,0.3725,0.0764,0.05532,0.3128
2023-01-11 19:00:00,17546.11,1342.63,16.01,0.3721,0.07733,0.05544,0.3177
2023-01-11 20:00:00,17549.8,1341.71,15.97,0.3725,0.077,0.05522,0.3164
2023-01-11 21:00:00,17552.46,1342.63,15.91,0.37,0.07666,0.05542,0.3149
2023-01-11 22:00:00,17557.12,1349.45,16.22,0.3716,0.07697,0.05551,0.3169
2023-01-11 23:00:00,17936.61,1389.36,16.37,0.3727,0.07815,0.0565,0.323
2023-01-12 00:00:00,18252.18,1415.28,16.9,0.3745,0.07937,0.05685,0.3283
2023-01-12 01:00:00,18223.52,1401.11,16.61,0.3716,0.07913,0.05658,0.325
2023-01-12 02:00:00,18199.1,1398.86,16.39,0.3737,0.07856,0.05637,0.3231
2023-01-12 03:00:00,18221.43,1400.67,16.43,0.3766,0.07999,0.05647,0.3272
2023-01-12 04:00:00,18211.11,1403.11,16.43,0.3767,0.08,0.05664,0.328
2023-01-12 05:00:00,18080.92,1395.0,16.22,0.374,0.07883,0.0563,0.3244
2023-01-12 06:00:00,18142.08,1398.5,16.28,0.3724,0.079,0.0562,0.3243
2023-01-12 07:00:00,18138.56,1398.76,16.25,0.3733,0.07917,0.05607,0.3246
2023-01-12 08:00:00,18143.3,1400.12,16.12,0.3739,0.0787,0.05611,0.3231
2023-01-12 09:00:00,18162.18,1400.14,16.12,0.3722,0.07851,0.05595,0.3225
2023-01-12 10:00:00,18180.6,1399.7,16.05,0.3707,0.07845,0.05604,0.3225
2023-01-12 11:00:00,18201.99,1398.08,16.08,0.3689,0.07848,0.056,0.3217
2023-01-12 12:00:00,18265.96,1399.55,16.14,0.3699,0.07871,0.05622,0.3236
2023-01-12 13:00:00,18283.31,1405.27,16.37,0.3732,0.07894,0.05657,0.3306
2023-01-12 14:00:00,18002.01,1380.87,15.82,0.3669,0.07708,0.05597,0.3216
2023-01-12 15:00:00,18090.0,1385.67,15.97,0.3674,0.07735,0.0562,0.3223
2023-01-12 16:00:00,18132.24,1386.85,16.08,0.3674,0.07762,0.05641,0.3237
2023-01-12 17:00:00,18834.72,1428.22,16.61,0.375,0.07991,0.05717,0.3306
2023-01-12 18:00:00,18791.38,1421.24,16.54,0.3755,0.08006,0.05705,0.3296
2023-01-12 19:00:00,18879.99,1425.59,16.53,0.375,0.07983,0.05687,0.3308
2023-01-12 20:00:00,19049.43,1433.44,16.6,0.3767,0.08043,0.05704,0.3309
2023-01-12 21:00:00,18823.14,1425.6,16.46,0.3768,0.07988,0.05702,0.3293
2023-01-12 22:00:00,18909.83,1422.37,16.39,0.3756,0.07987,0.057,0.3285
2023-01-12 23:00:00,18845.82,1415.56,16.6,0.3748,0.08025,0.05714,0.3295
2023-01-13 00:00:00,18770.25,1405.66,16.42,0.3732,0.07975,0.05696,0.3269
2023-01-13 01:00:00,18804.91,1406.45,16.41,0.372,0.07951,0.05706,0.325
2023-01-13 02:00:00,18832.77,1408.73,16.46,0.3748,0.08002,0.05726,0.3256
2023-01-13 03:00:00,18878.56,1414.78,16.72,0.3786,0.08076,0.05746,0.329
2023-01-13 04:00:00,18824.01,1410.47,16.95,0.3779,0.08068,0.05761,0.3292
2023-01-13 05:00:00,18786.05,1406.84,16.81,0.3762,0.08016,0.0573,0.3268
2023-01-13 06:00:00,18853.76,1411.08,17.02,0.377,0.08049,0.05758,0.3291
2023-01-13 07:00:00,18821.62,1407.97,16.89,0.3765,0.07997,0.05762,0.3278
