iter	RMSE
604	0.07897995748
605	0.07896259472
606	0.07894431428
607	0.0789222763
608	0.07889379431
609	0.07887219979
610	0.0788575115
611	0.07884150142
612	0.07882430977
613	0.07881185036
614	0.07878414997
615	0.07876079275
616	0.07873545989
617	0.07871103946
618	0.07868884556
619	0.07866703566
620	0.07865155519
621	0.07862528073
622	0.07860370973
623	0.07858225706
624	0.07856556448
625	0.0785446792
626	0.07852656948
627	0.07850092462
628	0.07848962112
629	0.07847760349
630	0.07846262123
631	0.07844208032
632	0.07842586244
633	0.07840911303
634	0.07838864477
635	0.07836809149
636	0.07835573203
637	0.07833963192
638	0.0783221029
639	0.07830178975
640	0.07828218544
641	0.07826145448
642	0.07824795146
643	0.07823371902
644	0.07820950126
645	0.07818467771
646	0.07816383457
647	0.0781465476
648	0.07812621764
649	0.07811029148
650	0.07808595906
651	0.07807061062
652	0.07805689988
653	0.07803273957
654	0.07801095232
655	0.07798650837
656	0.07797264153
657	0.07795628806
658	0.07794483958
659	0.07792543014
660	0.07791149155
661	0.07789764867
662	0.07787626894
663	0.07786102384
664	0.07785087337
665	0.07783096774
666	0.07780827028
667	0.0777895126
668	0.07776735072
669	0.07775218519
670	0.07773809705
671	0.07771945201
672	0.07769935224
673	0.07767565361
674	0.07765962333
675	0.07763585188
676	0.07761645335
677	0.07760461972
678	0.07759210525
679	0.07757709604
680	0.07756141493
681	0.07754176844
682	0.07752230946
683	0.07749965228
684	0.07748068654
685	0.07745814113
686	0.0774463075
687	0.07743026401
688	0.07740763932
689	0.0773922293
690	0.07737780852
691	0.07735508383
692	0.07734142768
693	0.07732291027
694	0.0773077429
695	0.07728895151
696	0.07726965509
697	0.07724728481
698	0.07722797795
699	0.07720972733
700	0.0771953789
701	0.07718471605
702	0.07717257903
703	0.07715598726
704	0.07714334977
705	0.07712898582
706	0.07711354069
707	0.07709159383
708	0.0770714797
709	0.07705513259
710	0.07703989649
711	0.07702998578
712	0.07701420893
713	0.07700163617
714	0.0769876254
715	0.07696685564
716	0.07695174822
717	0.07693110218
718	0.07691361542
719	0.07689242349
720	0.07687245845
721	0.07685870941
722	0.0768380103
723	0.0768278423
724	0.07681532149
725	0.07680423769
726	0.07679088707
727	0.07677528838
